"","Molecular Family","Motifs"
"1",666,"motif_106"
"2",201,"gnps_motif_45.m2m,motif_128,motif_119"
"3",928,"gnps_motif_54.m2m,motif_106"
"4",204,"motif_119,mb_motif_40.m2m,gnps_motif_45.m2m"
