"","Molecular Family","Motifs"
"1",314,"rhamn_motif_60.m2m"
"2",170,"motif_169"
"3",403,"rhamn_motif_60.m2m,motif_119"
"4",283,"motif_171"
"5",267,"motif_130,motif_47"
